Mod:Item:MetaData, Localized Name
harvestcraft:nopalessaladitem, Nopales Salad
harvestcraft:meringueitem, Meringue
harvestcraft:applesnowitem, Apple Snow
harvestcraft:bakedalaskaitem, Baked Alaska
harvestcraft:berrymeringuenestitem, Berry Meringue Nest
harvestcraft:etonmessitem, Eton Mess
harvestcraft:meringuebombeitem, Meringue Bombe
harvestcraft:meringuebrownieitem, Meringue Brownie
harvestcraft:meringuecookieitem, Meringue Cookie
harvestcraft:meringuerouladeitem, Meringue Roulade
harvestcraft:merveilleuxitem, Merveilleux
harvestcraft:bbqjackfruititem, BBQ Jackfruit
harvestcraft:mushroomketchupomeletitem, Mushroom Ketchup Omelet
harvestcraft:mushroomketchupitem, Mushroom Ketchup
harvestcraft:lycheeteaitem, Lychee Tea
harvestcraft:baconwrappedchiliitem, Bacon Wrapped Chili
harvestcraft:seedenergygelitem, Seed Energy Gel
harvestcraft:chickencordonbleuitem, Chicken Cordon Bleu
harvestcraft:sundayhighteaitem, Sunday High Tea
harvestcraft:cucumbersandwichitem, Cucumber Sandwich
harvestcraft:dandelionsaladitem, Dandelion Salad
harvestcraft:peanutsoupitem, Peanut Soup
harvestcraft:vanillaconchasbreaditem, Vanilla Conchas Bread
harvestcraft:chocolatecoconutbaritem, Chocolate Coconut Bar
harvestcraft:strawberrysouffleitem, Strawberry Soufflé
harvestcraft:gyudonitem, Gyudon
harvestcraft:shrimptemperaitem, Shrimp Tempura
harvestcraft:imagawayakiitem, Imagawayaki
harvestcraft:mochicakeitem, Mochi Cake
harvestcraft:mochidessertitem, Mochi Dessert
harvestcraft:taiyakiitem, Taiyaki
harvestcraft:salmononigiriitem, Salmon Onigiri
harvestcraft:tunaonigiriitem, Tuna Onigiri
harvestcraft:friedbolognasandwichitem, Fried Bologna Sandwich
harvestcraft:bolognasandwichitem, Bologna Sandwich
harvestcraft:ricepuddingitem, Rice Pudding
harvestcraft:musubiitem, Musubi
harvestcraft:imitationcrabsticksitem, Imitation Crab Sticks
harvestcraft:misopasteitem, Miso Paste
harvestcraft:dandelionteaitem, Dandelion Tea
harvestcraft:gravlaxitem, Gravlax
harvestcraft:cheesedanishitem, Cheese Danish
harvestcraft:schnitzelitem, Schnitzel
harvestcraft:bolognaitem, Bologna
harvestcraft:raspberrymilkshakeitem, Raspberry Milk Shake
harvestcraft:pumpkinspicelatteitem, Pumpkin Spice Latte
harvestcraft:rootbeerfloatitem, Root Beer Float
harvestcraft:hotcocoaitem, Hot Cocoa
harvestcraft:cinnamonbreaditem, Cinnamon Bread
harvestcraft:cornchipsitem, Corn Chips
harvestcraft:marshmellowchicksitem, Marshmellow Chicks
harvestcraft:pizzasliceitem, Pizza Slice
harvestcraft:groundbeefitem, Ground Beef
harvestcraft:groundchickenitem, Ground Chicken
harvestcraft:groundduckitem, Ground Duck
harvestcraft:groundfishitem, Ground Fish
harvestcraft:groundmuttonitem, Ground Mutton
harvestcraft:groundporkitem, Ground Pork
harvestcraft:groundrabbititem, Ground Rabbit
harvestcraft:groundturkeyitem, Ground Turkey
harvestcraft:groundvenisonitem, Ground Venison
harvestcraft:rawtofeakitem, Raw Tofeak
harvestcraft:rawtofaconitem, Raw Tofacon
harvestcraft:rawtofeegitem, Raw Tofeeg
harvestcraft:rawtofuttonitem, Raw Tofutton
harvestcraft:rawtofickenitem, Raw Toficken
harvestcraft:rawtofabbititem, Raw Tofabbit
harvestcraft:rawtofurkeyitem, Raw Tofurkey
harvestcraft:rawtofenisonitem, Raw Tofenison
harvestcraft:rawtofuduckitem, Raw Tofuduck
harvestcraft:cookedtofeakitem, Cooked Tofeak
harvestcraft:cookedtofaconitem, Cooked Tofacon
harvestcraft:cookedtofishitem, Cooked Tofish
harvestcraft:cookedtofeegitem, Cooked Tofeeg
harvestcraft:cookedtofuttonitem, Cooked Tofutton
harvestcraft:cookedtofickenitem, Cooked Toficken
harvestcraft:cookedtofabbititem, Cooked Tofabbit
harvestcraft:cookedtofurkeyitem, Cooked Tofurkey
harvestcraft:cookedtofenisonitem, Cooked Tofenison
harvestcraft:cookedtofuduckitem, Cooked Tofuduck
harvestcraft:carrotcakeitem, Carrot Cake
harvestcraft:holidaycakeitem, Holiday Cake
harvestcraft:pumpkincheesecakeitem, Pumpkin Cheese Cake
harvestcraft:pavlovaitem, Pavlova
harvestcraft:lamingtonitem, Lamington
harvestcraft:cheesecakeitem, Cheese Cake
harvestcraft:cherrycheesecakeitem, Cherry Cheese Cake
harvestcraft:pineappleupsidedowncakeitem, Pineapple Upside Down Cake
harvestcraft:chocolatesprinklecakeitem, Chocolate Sprinkles Cake
harvestcraft:redvelvetcakeitem, Red Velvet Cake
harvestcraft:baconcheeseburgeritem, Bacon Cheeseburger
harvestcraft:deluxecheeseburgeritem, Deluxe Cheeseburger
harvestcraft:beansontoastitem, Beans on Toast
harvestcraft:meatpieitem, Meat Pie
harvestcraft:chikorollitem, Chiko Roll
harvestcraft:spinachpieitem, Spinach Pie
harvestcraft:coleslawburgeritem, Coleslaw Burger
harvestcraft:hotandsoursoupitem, Hot and Sour Soup
harvestcraft:patreonpieitem, Patreon Pie
harvestcraft:chilidogitem, Chili Dog
harvestcraft:tunafishsandwichitem, Tunafish Sandwich
harvestcraft:clamchowderitem, Clam Chowder
harvestcraft:breakfastburritoitem, Breakfast Burrito
harvestcraft:chipsandsalsaitem, Chips and Salsa
harvestcraft:crawfishetoufeeitem, Crawfish Etoufee
harvestcraft:saucedlambkebabitem, Sauced Lamb Kebab
harvestcraft:cantonesenoodlesitem, Cantonese Noodles
harvestcraft:dangoitem, Dango
harvestcraft:takoyakiitem, Takoyaki
harvestcraft:groiledcheesesandwichitem, Groiled Cheese Sandwich
harvestcraft:cheesesteakitem, Cheesesteak
harvestcraft:swedishmeatballsitem, Swedish Meatballs
harvestcraft:buttertartitem, Butter Tart
harvestcraft:battenbergitem, Battenberg
harvestcraft:slawdogitem, Slaw Dog
harvestcraft:rivermudcakeitem, River Mud Cake
harvestcraft:fruitcakeitem, Fruit Cake
harvestcraft:springfieldcashewchickenitem, Springfield Cashew Chicken
harvestcraft:enchiladaitem, Enchilada
harvestcraft:pizzaitem, Pizza
harvestcraft:onionsoupitem, Onion Soup
harvestcraft:baconmushroomburgeritem, Bacon Mushroom Burger
harvestcraft:toadintheholeitem, Toad in the Hole
harvestcraft:homestylelunchitem, Homestyle Lunch
harvestcraft:montecristosandwichitem, Monte Cristo Sandwich
harvestcraft:mobsoupitem, Mob Soup
harvestcraft:randomtacoitem, Random Taco
harvestcraft:hamsweetpicklesandwichitem, Ham & Sweet Pickle Sandwich
harvestcraft:toastedwesternitem, Toasted Western
harvestcraft:eggsbenedictitem, Eggs Benedict
harvestcraft:glisteningsaladitem, Glistening Salad
harvestcraft:meatloafsandwichitem, Meatloaf Sandwich
harvestcraft:mashedpotatoeschickenbiscuititem, Mashed Potatoes and Chicken Biscuit
harvestcraft:cassouletitem, Cassoulet
harvestcraft:bratwurstitem, Bratwurst
harvestcraft:chickenbiscuititem, Chicken Biscuit
harvestcraft:epicbltitem, Epic BLT
harvestcraft:kohlundpinkelitem, Kohl und Pinkel
harvestcraft:beetburgeritem, Beet Burger
harvestcraft:anchovypepperonipizzaitem, Anchovy Pepperoni Pizza
harvestcraft:spaghettidinneritem, Spaghetti Dinner
harvestcraft:gumboitem, Gumbo
harvestcraft:jambalayaitem, Jambalaya
harvestcraft:supremepizzaitem, Supreme Pizza
harvestcraft:bbqplatteritem, BBQ Platter
harvestcraft:chickenandwafflesitem, Chicken and Waffles
harvestcraft:gourmetporkburgeritem, Gourmet Pork Burger
harvestcraft:bbqchickenbiscuititem, BBQ Chicken Biscuit
harvestcraft:delightedmealitem, Delighted Meal
harvestcraft:heartybreakfastitem, Hearty Breakfast
harvestcraft:mcpamitem, McPam
harvestcraft:deluxenachoesitem, Deluxe Nachos
harvestcraft:gourmetmuttonburgeritem, Gourmet Mutton Burger
harvestcraft:netherstartoastitem, Nether Star on Toast
harvestcraft:paradiseburgeritem, Paradise Burger
harvestcraft:chimichangaitem, Chimichanga
harvestcraft:salisburysteakitem, Salisbury Steak
harvestcraft:ploughmanslunchitem, Ploughman's Lunch
harvestcraft:cornedbeefhashitem, Corned Beef Hash
harvestcraft:bentoboxitem, Bento Box
harvestcraft:friedfeastitem, Fried Feast
harvestcraft:timpanoitem, Timpano
harvestcraft:deluxechickencurryitem, Deluxe Chicken Curry
harvestcraft:weekendpicnicitem, Weekend Picnic
harvestcraft:gourmetbeefburgeritem, Gourmet Beef Burger
harvestcraft:southernstylebreakfastitem, Southern Style Breakfast
harvestcraft:meatfeastpizzaitem, Meat Feast Pizza
harvestcraft:thankfuldinneritem, Thankful Dinner
harvestcraft:koreandinneritem, Korean Dinner
harvestcraft:gourmetvenisonburgeritem, Gourmet Venison Burger
harvestcraft:minerstewitem, Miner's Stew
harvestcraft:cornedbeefbreakfastitem, Corned Beef Breakfast
harvestcraft:queenbeeitem, Queen Bee
harvestcraft:grubitem, Bee Grub
harvestcraft:cookedgrubitem, Cooked Grub
harvestcraft:honeycombitem, Honeycomb
harvestcraft:honeyitem, Honey
harvestcraft:waxcombitem, Waxcomb
harvestcraft:royaljellyitem, Royal Jelly
harvestcraft:beeswaxitem, Pressed Wax
harvestcraft:fruitbaititem, Fruit Bait
harvestcraft:grainbaititem, Grain Bait
harvestcraft:veggiebaititem, Veggie Bait
harvestcraft:fishtrapbaititem, Fish Trap Bait
harvestcraft:cuttingboarditem, Cutting Board
harvestcraft:potitem, Pot
harvestcraft:skilletitem, Skillet
harvestcraft:saucepanitem, Saucepan
harvestcraft:bakewareitem, Bakeware
harvestcraft:mortarandpestleitem, Mortar and Pestle
harvestcraft:mixingbowlitem, Mixing Bowl
harvestcraft:juiceritem, Juicer
harvestcraft:anchovyrawitem, Raw Anchovy
harvestcraft:bassrawitem, Raw Bass
harvestcraft:carprawitem, Raw Carp
harvestcraft:catfishrawitem, Raw Catfish
harvestcraft:charrrawitem, Raw Charr
harvestcraft:clamrawitem, Raw Clam
harvestcraft:crabrawitem, Raw Crab
harvestcraft:crayfishrawitem, Raw Crayfish
harvestcraft:eelrawitem, Raw Eel
harvestcraft:frograwitem, Raw Frog
harvestcraft:grouperrawitem, Raw Grouper
harvestcraft:herringrawitem, Raw Herring
harvestcraft:jellyfishrawitem, Raw Jellyfish
harvestcraft:mudfishrawitem, Raw Mudfish
harvestcraft:octopusrawitem, Raw Octopus
harvestcraft:perchrawitem, Raw Perch
harvestcraft:scalloprawitem, Raw Scallop
harvestcraft:shrimprawitem, Raw Shrimp
harvestcraft:snailrawitem, Raw Snail
harvestcraft:snapperrawitem, Raw Snapper
harvestcraft:tilapiarawitem, Raw Tilapia
harvestcraft:troutrawitem, Raw Trout
harvestcraft:tunarawitem, Raw Tuna
harvestcraft:turtlerawitem, Raw Turtle
harvestcraft:walleyerawitem, Raw Walleye
harvestcraft:greenheartfishitem, Green Heart Fish
harvestcraft:sardinerawitem, Raw Sardine
harvestcraft:musselrawitem, Raw Mussel
harvestcraft:rawtofishitem, Raw Tofish
harvestcraft:oysterrawitem, Raw Oyster
harvestcraft:hardenedleatheritem, Hardened Leather
harvestcraft:hardenedleatherhelmitem, Hardened Leather Helm
harvestcraft:hardenedleatherchestitem, Hardened Leather Chest
harvestcraft:hardenedleatherleggingsitem, Hardened Leather Leggings
harvestcraft:hardenedleatherbootsitem, Hardened Leather Boots
harvestcraft:harvestpumpkinitem, Pumpkin
minecraft:cod, Raw Fish
minecraft:cooked_cod, Cooked Fish
minecraft:salmon, Raw Salmon
minecraft:cooked_salmon, Cooked Salmon
minecraft:clownfish, Clownfish
minecraft:pufferfish, Pufferfish
pigskin:pigskinitem, Pig Skin
pigskin:footballitem, Football
spookytree:spookytree_leaves, Spooky Tree Leaves
spookytree:spookytree_sapling, Spooky Tree Sapling
spookytree:spookytree_log, Spooky Tree Log
spookytree:spookytree_planks, Spooky Tree Planks
spookytree:spookytree_halfslab, Spooky Tree Half Slab
spookytree:spookytree_doubleslab, Spooky Tree Double Slab
spookytree:spookytree_stairs, Spooky Tree Stairs
spookytree:spookytree_fence, Spooky Tree Fence
spookytree:spookytree_fencegate, Spooky Tree Fence Gate
spookytree:spookytree_button, Spooky Tree Button
spookytree:spookytree_pressureplate, Spooky Tree Pressure Plate
spookytree:spookytree_door, item.spookytree_door.name
spookytree:spookytree_trapdoor, Spooky Tree Trap Door
pamsbreadcraft:pretzelbread, Pretzel Bread
pamsbreadcraft:breadsticks, Breadsticks
pamsbreadcraft:fougasse, Fougasse
pamsbreadcraft:batard, Batard
pamsbreadcraft:baguette, Baguette
pamsbreadcraft:brioche, Brioche
pamsbreadcraft:gourmetfrenchtoast, Gourmet French Toast
pamsbreadcraft:honeycinnamoncakefull, Honey Cinnamon Cake
pamsbreadcraft:honeycinnamonslice1, Honey Cinnamon Slice 1
pamsbreadcraft:honeycinnamonslice2, Honey Cinnamon Slice 2
pamsbreadcraft:honeycinnamonslice3, Honey Cinnamon Slice 3
pamsbreadcraft:honeycinnamonslice4, Honey Cinnamon Slice 4
pamsbreadcraft:honeycinnamonslice5, Honey Cinnamon Slice 5
pamsbreadcraft:honeycinnamonslice6, Honey Cinnamon Slice 6
pamsbreadcraft:yeast, Yeast
pamsbreadcraft:ciabatta, Ciabatta
pamsbreadcraft:ranch, Ranch
pamsbreadcraft:breadcrumbs, Bread Crumbs
pamsbreadcraft:chickentenders, Chicken Tenders
pamsbreadcraft:chickenandranch, Chicken And Ranch
pamsbreadcraft:chickenkiev, Chicken Kiev
pamsbreadcraft:panecasereccio, Pane Casereccio
pamsbreadcraft:rosette, Rosette
pamsbreadcraft:cheesepizza, Cheese Pizza
pamsbreadcraft:macandcheese, Mac And Cheese
pamsbreadcraft:focaccia, Focaccia
pamsbreadcraft:sourdoughstarter, Sourdough Starter
pamsbreadcraft:sourdoughbread, Sourdough Bread
pamsbreadcraft:anpan, Anpan
pamsbreadcraft:pandequeso, Pandequeso
pamsbreadcraft:challah, Challah
pamsbreadcraft:currybread, Curry Bread
pamsbreadcraft:croutons, Croutons
pamsbreadcraft:coppiaferrarese, Coppia Ferrarese
pamsbreadcraft:melonpan, Melonpan
pamsbreadcraft:kulcha, Kulcha
pamsbreadcraft:langos, Langos
pamsbreadcraft:whitebread, White Bread
pamsbreadcraft:babka, Babka
pamsbreadcraft:crepe, Crepe
pamsbreadcraft:japanesecrepe, Japanese Crepe
pamsbreadcraft:milkbread, Milk Bread
pamsbreadcraft:cozonac, Cozonac
pamsbreadcraft:spicycheesebread, Spicy Cheese Bread
pamsbreadcraft:borodinsky, Borodinsky
pamsbreadcraft:carrotbread, Carrot Bread
pamsbreadcraft:panettone, Panettone
pamsbreadcraft:paneticinese, Pane Ticinese
pamsbreadcraft:obwarzanekkrakowski, Obwarzanek Krakowski
pamsbreadcraft:naan, Naan
pamsbreadcraft:bolillo, Bolillo
pamsbreadcraft:burntbrioche, Burnt Brioche
pamsbreadcraft:hawaiianloaf, Hawaiian Loaf
pamsbreadcraft:hawaiianroll, Hawaiian Loaf
pamsbreadcraft:pumpernickel, Pumpernickel
pamsbreadcraft:potbrood, Potbrood
pamsbreadcraft:matzah, Matzah
pamsbreadcraft:pita, Pita
pamsbreadcraft:biscotti, Biscotti
pamsbreadcraft:molasses, Molasses
pamsbreadcraft:brownsugar, Brown Sugar
pamsbreadcraft:plaitbread, Plait Bread
pamsbreadcraft:tennisroll, Tennis Roll
redbudtree:redbudtree_leaves, Redbud Tree Leaves
redbudtree:redbudtree_sapling, Redbud Tree Sapling
uniquecrops:emblem.melee, Melee Emblem
uniquecrops:emblem.scarab, Emblem of the Golden Scarab
uniquecrops:emblem.transformation, Emblem of Transformation
uniquecrops:emblem.powerfist, Mighty Miner Emblem
uniquecrops:emblem.rainbow, Rainbow Badge
uniquecrops:emblem.food, Funyun Ring
uniquecrops:emblem.ironstomach, Cast-Iron Stomach Emblem
uniquecrops:emblem.defense, Emblem of the Cobalt Shield
uniquecrops:emblem.leaf, Leaf Badge
uniquecrops:emblem.pacifism, The Pacifist's Emblem
uniquecrops:emblem.blacksmith, The Blacksmith's Emblem
uniquecrops:emblem.weight, Thrower's Emblem
uniquecrops:emblem.bookworm, Bookworm Emblem
uniquecrops:seednormal, Normie Seeds
uniquecrops:seedprecision, Precision Seeds
uniquecrops:seedknowledge, Scientia Seeds
uniquecrops:seeddirigible, Dirigible Plum Seeds
uniquecrops:seedmillennium, Millennium Seeds
uniquecrops:seedenderlily, Ender Lily Seeds
uniquecrops:seedcollis, Collis Seeds
uniquecrops:seedinvisibilia, Invisibilia Seeds
uniquecrops:seedmaryjane, Mary Jane Seeds
uniquecrops:seedweepingbells, Weeping Bell Stalk
uniquecrops:seedmusica, Musical Plant Seeds
uniquecrops:seedcinderbella, Cinderbella Shoot
uniquecrops:seedmerlinia, Merlinia Seeds
uniquecrops:seedferoxia, Feroxia Spores
uniquecrops:seedeula, EULA Seeds
uniquecrops:seedcobblonia, Cobblonia Seeds
uniquecrops:seeddyeius, Dyeius Seeds
uniquecrops:seedabstract, Abstract Seeds
uniquecrops:seedwafflonia, Wafflonia Seeds
uniquecrops:seeddevilsnare, Devil's Snare Seeds
uniquecrops:seedpixelsius, Pixelsius Shoot
uniquecrops:seedartisia, Artisia Seeds
uniquecrops:seedpetramia, Petramia Shoot
uniquecrops:seedmalleatoris, Malleatoris Seed
uniquecrops:seedimperia, Imperia Seed
uniquecrops:seedlacusia, Lacusia Seed
uniquecrops:seedhexis, Hexis Seed
uniquecrops:seedindustria, Power Seed
uniquecrops:seeddonutsteel, Donut Seeds
uniquecrops:seedinstabilis, Instabilis Seed
uniquecrops:seedsucco, Succo Seed
uniquecrops:seedquarry, Fossura Seed
uniquecrops:seedadventus, Holiday Jellybeans
uniquecrops:seedblessed, Blessed Seed
uniquecrops:seedmagnes, Magnes Seeds
uniquecrops:generic:0, Guide to Unique Crops
uniquecrops:generic:1, Discount Book
uniquecrops:generic:2, Dirigible Plum
uniquecrops:generic:3, Cinder Leaf
uniquecrops:generic:4, Time Dust
uniquecrops:generic:5, Enderlily Twine
uniquecrops:generic:6, Golden Rods
uniquecrops:generic:7, Precision Nugget
uniquecrops:generic:8, Precision Gem
uniquecrops:generic:9, Essence of Savagery
uniquecrops:generic:10, Time Meal
uniquecrops:generic:11, Invisibilia Twine
uniquecrops:generic:12, Invisibilia Feather
uniquecrops:generic:13, Splash Potion of Reversing Effects
uniquecrops:generic:14, Glass Slipper
uniquecrops:generic:15, Weeping Tear
uniquecrops:generic:16, Weeping Eye
uniquecrops:generic:17, Millennium Eye
uniquecrops:generic:18, Upgrade Book
uniquecrops:generic:19, Egg Upgrade
uniquecrops:generic:20, Easy Badge
uniquecrops:generic:21, Dog Residue
uniquecrops:generic:22, Abstract Residue
uniquecrops:generic:23, Legal Stuff
uniquecrops:generic:24, EULA Book
uniquecrops:generic:26, Pixel Debris
uniquecrops:generic:27, Blue Dye
uniquecrops:generic:28, Escape Rope
uniquecrops:generic:29, Sundial
uniquecrops:generic:30, Cubey Thingy
uniquecrops:generic:31, Uncooked Waffle
uniquecrops:generic:32, Ferromagnetic Iron
uniquecrops:generic:33, Harvest Spirit Bait
uniquecrops:genericfood.largeplum, Large Dirigible Plum
uniquecrops:genericfood.teriyaki, Chicken Teriyaki Bowl
uniquecrops:genericfood.heart, Heart of Steve
uniquecrops:genericfood.reversepotion, Potion of Reversing Effects
uniquecrops:genericfood.ignorancepotion, Potion of Ignorance
uniquecrops:genericfood.goldenbread, Golden Bread
uniquecrops:genericfood.dietpills, Diet Pills
uniquecrops:genericfood.waffle, Homestyled Waffle
uniquecrops:genericfood.ennuipotion, Potion of Boredom
uniquecrops:genericfood.yogurt, Yoghurt くコ:彡:
uniquecrops:genericfood.eggnog, Eggnog
uniquecrops:ediblemetal.diamond, Diamond
uniquecrops:ediblemetal.emerald, Emerald
uniquecrops:ediblemetal.lapis, Lapis Lazuli
uniquecrops:ediblemetal.ironingot, Iron Ingot
uniquecrops:ediblemetal.goldingot, Gold Ingot
uniquecrops:ediblemetal.goldnugget, Gold Nugget
uniquecrops:endersnooker, Ender Snooker
uniquecrops:handmirror, Hand Mirror
uniquecrops:batstaff, Bat Staff
uniquecrops:beanpower, Battery Bean
uniquecrops:wildwood_staff, Wildwood Staff
uniquecrops:vampiric_ointment, Vampiric Ointment
uniquecrops:steel_donut, Steel Donut
uniquecrops:ankh, Flint Ankh
uniquecrops:goodiebag, Goodie Bag
uniquecrops:emeradic_diamond, Orb of Good Harvest
uniquecrops:useless_lump, Useless Lump
uniquecrops:diamonds, Bunch of Diamonds
uniquecrops:bookmultiblock, Guide to Unique Multiblocks
uniquecrops:boiled_milk, Boiled Milk
uniquecrops:item_magnet, Item Magnet
uniquecrops:impregnated_leather:0, Impregnated Leather
uniquecrops:impregnated_leather:1, Impregnated Leather
uniquecrops:dyedbonemeal:0, Dyed Bonemeal (Black)
uniquecrops:dyedbonemeal:1, Dyed Bonemeal (Red)
uniquecrops:dyedbonemeal:2, Dyed Bonemeal (Green)
uniquecrops:dyedbonemeal:3, Dyed Bonemeal (Brown)
uniquecrops:dyedbonemeal:4, Dyed Bonemeal (Blue)
uniquecrops:dyedbonemeal:5, Dyed Bonemeal (Purple)
uniquecrops:dyedbonemeal:6, Dyed Bonemeal (Cyan)
uniquecrops:dyedbonemeal:7, Dyed Bonemeal(Light Gray)
uniquecrops:dyedbonemeal:8, Dyed Bonemeal (Gray)
uniquecrops:dyedbonemeal:9, Dyed Bonemeal(Pink)
uniquecrops:dyedbonemeal:10, Dyed Bonemeal (Lime)
uniquecrops:dyedbonemeal:11, Dyed Bonemeal (Yellow)
uniquecrops:dyedbonemeal:12, Dyed Bonemeal (Light Blue)
uniquecrops:dyedbonemeal:13, Dyed Bonemeal (Magenta)
uniquecrops:dyedbonemeal:14, Dyed Bonemeal (Orange)
uniquecrops:dyedbonemeal:15, Dyed Bonemeal (White)
uniquecrops:3dglasses, 3D Glasses
uniquecrops:pixelglasses, Pixel Glasses
uniquecrops:poncho, Comfy Poncho
uniquecrops:slippers, Glass Slippers
uniquecrops:thunderpantz, Thunder Pants
uniquecrops:bootsleague, Seven League Boots
